Honda CR-V III,785 000 ₽,2.0 л / 150 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый,2008,230 000 км,1098466662
Honda Civic VII,175 000 ₽,1.5 л / 105 л.с. / Бензин,автомат,седан,передний,серебристый,2001,205 000 км,1100531516
Honda Saber I,190 000 ₽,2.5 л / 190 л.с. / Бензин,автомат,седан,передний,синий,1997,54 000 км,1079726774
Honda Accord VIII,650 000 ₽,2.4 л / 201 л.с. / Бензин,автомат,седан,передний,синий,2008,195 000 км,1099058718
Honda Accord VII Рестайлинг,470 000 ₽,2.0 л / 155 л.с. / Бензин,автомат,седан,передний,коричневый,2007,305 000 км,1098067632
Honda HR-V I Рестайлинг,400 000 ₽,1.6 л / 105 л.с. / Бензин,вариатор,внедорожник 5 дв.,полный,серебристый,2004,220 000 км,1091975798
Honda Logo,145 000 ₽,1.3 л / 91 л.с. / Бензин,вариатор,хэтчбек 3 дв.,передний,серебристый,1999,270 000 км,1096225006
Honda Accord VIII,720 000 ₽,2.4 л / 201 л.с. / Бензин,автомат,седан,передний,серебристый,2008,185 000 км,1093050410
Honda CR-V II,420 000 ₽,2.4 л / 162 л.с. / Бензин,механика,внедорожник 5 дв.,полный,коричневый,2001,188 000 км,1097751546
Honda Civic V,170 000 ₽,1.6 л / 126 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,зелёный,1996,339 000 км,1100286038
Honda Accord III,50 000 ₽,2.0 л / 116 л.с. / Бензин,механика,седан,передний,красный,1988,298 000 км,1095129758
Honda Orthia I,145 000 ₽,2.0 л / 145 л.с. / Бензин,автомат,универсал 5 дв.,передний,красный,1996,298 984 км,1095257260
Honda CR-V II,420 000 ₽,2.0 л / 150 л.с. / Бензин,механика,внедорожник 5 дв.,полный,серебристый,2002,280 000 км,1097718688
Honda Civic Ferio III,260 000 ₽,1.7 л / 130 л.с. / Бензин,автомат,седан,передний,синий,2003,264 000 км,1100126876
Honda CR-V III,720 000 ₽,2.0 л / 150 л.с. / Бензин,автомат,внедорожник 5 дв.,передний,серебристый,2008,300 000 км,1100280204
Honda CR-V III,680 000 ₽,2.0 л / 150 л.с. / Бензин,механика,внедорожник 5 дв.,полный,чёрный,2007,200 000 км,1093457770
Honda Civic VIII,405 000 ₽,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,серебристый,2007,160 000 км,1086883440
Honda CR-V I,220 000 ₽,2.0 л / 128 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,синий,1997,223 000 км,1091911574
Honda Accord  VII Рестайлинг Sport,495 000 ₽,2.0 л / 155 л.с. / Бензин,автомат,седан,передний,серый,2007,233 000 км,1099573970
Honda CR-V I,285 000 ₽,2.0 л / 145 л.с. / Бензин,механика,внедорожник 5 дв.,полный,серебристый,1998,162 911 км,1097105942
Honda Civic VI,190 000 ₽,1.5 л / 115 л.с. / Бензин,механика,седан,передний,белый,1997,203 500 км,1093915832
Honda Civic VI,210 000 ₽,1.6 л / 125 л.с. / Бензин,механика,седан,передний,серебристый,2000,340 000 км,1095264918
Honda CR-V II,435 000 ₽,2.4 л / 162 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,зелёный,2002,200 000 км,1094878598
Honda Shuttle I,220 000 ₽,2.2 л / 150 л.с. / Бензин,автомат,компактвэн,передний,зелёный,1997,160 000 км,1093788934
Honda Civic VIII,460 000 ₽,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,синий,2007,280 000 км,1099967850
Honda HR-V I Рестайлинг,275 000 ₽,1.6 л / 105 л.с. / Бензин,вариатор,внедорожник 5 дв.,передний,красный,2002,175 000 км,1098342010
Honda Civic VI,260 000 ₽,1.4 л / 90 л.с. / Бензин,автомат,хэтчбек 5 дв.,передний,синий,1998,340 000 км,1093575214
Honda CR-V III,780 000 ₽,2.0 л / 150 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,красный,2008,180 000 км,1096389134
Honda HR-V I,210 000 ₽,1.6 л / 124 л.с. / Бензин,вариатор,внедорожник 3 дв.,полный,синий,1998,299 000 км,1095891376
Honda Orthia I,220 000 ₽,2.0 л / 145 л.с. / Бензин,автомат,универсал 5 дв.,полный,синий,1996,100 000 км,1095330264
Honda Accord IV,90 000 ₽,2.0 л / 133 л.с. / Бензин,автомат,седан,передний,серебристый,1991,270 000 км,1097907998
Honda CR-V I,250 000 ₽,2.0 л / 128 л.с. / Бензин,автомат,внедорожник 5 дв.,передний,зелёный,1998,237 030 км,1096709638
Honda Accord VIII,770 000 ₽,2.0 л / 156 л.с. / Бензин,автомат,седан,передний,серый,2008,113 500 км,1095751470
Honda Accord VII Рестайлинг,510 000 ₽,2.0 л / 155 л.с. / Бензин,автомат,седан,передний,коричневый,2006,228 000 км,1099971082
Honda Accord VII Рестайлинг,430 000 ₽,2.4 л / 190 л.с. / Бензин,автомат,седан,передний,красный,2006,237 321 км,1078697203
Honda Accord Type-S VIII Type S,650 000 ₽,2.4 л / 201 л.с. / Бензин,автомат,седан,передний,красный,2008,225 000 км,1073861164
Honda Civic VIII,420 000 ₽,1.8 л / 140 л.с. / Бензин,механика,седан,передний,чёрный,2007,253 000 км,1097693116
Honda Accord  VII Рестайлинг Sport,450 000 ₽,2.0 л / 155 л.с. / Бензин,автомат,седан,передний,красный,2007,200 000 км,1094288624
Honda Civic VII,250 000 ₽,1.7 л / 115 л.с. / Бензин,автомат,седан,передний,серебристый,2002,391 000 км,1097493526
Honda CR-V II,470 000 ₽,2.4 л / 162 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серебристый,2003,190 000 км,1096040544
Honda Civic VIII,450 000 ₽,1.8 л / 140 л.с. / Бензин,робот,хэтчбек 5 дв.,передний,серый,2007,252 000 км,1097435812
Honda Accord VIII,600 000 ₽,2.4 л / 201 л.с. / Бензин,автомат,седан,передний,чёрный,2008,225 000 км,1091703988
Honda Vigor III,70 000 ₽,2.5 л / 190 л.с. / Бензин,автомат,седан,передний,пурпурный,1994,304 000 км,1099317956
Honda Civic VIII,398 000 ₽,1.8 л / 140 л.с. / Бензин,механика,седан,передний,чёрный,2006,242 000 км,1100453236
Honda Accord  VII Рестайлинг Sport,490 000 ₽,2.0 л / 155 л.с. / Бензин,автомат,седан,передний,красный,2007,200 000 км,1088042074
Honda Stream I,300 000 ₽,1.7 л / 130 л.с. / Бензин,автомат,компактвэн,передний,белый,2003,180 000 км,1100301600
Honda Civic  VIII Hybrid,320 000 ₽,1.3 л / 95 л.с. / Гибрид,вариатор,седан,передний,чёрный,2008,191 926 км,1095165130
Honda Civic VIII,490 000 ₽,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,синий,2008,160 000 км,1094325938
Honda Civic VI,110 000 ₽,1.5 л / 115 л.с. / Бензин,механика,седан,передний,серый,1997,291 500 км,1098213854
Honda HR-V I,300 000 ₽,1.6 л / 105 л.с. / Бензин,вариатор,внедорожник 5 дв.,полный,серебристый,2000,251 400 км,1094327286
Honda CR-V I,330 000 ₽,2.0 л / 128 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый,1995,300 000 км,1097031792
Honda Accord  VII Sport,390 000 ₽,2.0 л / 155 л.с. / Бензин,автомат,седан,передний,красный,2004,225 000 км,1095605282
Honda Accord  VII Sport,435 000 ₽,2.0 л / 155 л.с. / Бензин,автомат,седан,передний,серебристый,2005,237 000 км,1098861182
Honda Civic VIII,340 000 ₽,1.8 л / 140 л.с. / Бензин,робот,хэтчбек 5 дв.,передний,красный,2007,260 000 км,1097476280
Honda Accord VIII,590 000 ₽,2.0 л / 156 л.с. / Бензин,автомат,седан,передний,красный,2008,219 000 км,1099533822
Honda Accord IV,100 000 ₽,2.2 л / 150 л.с. / Бензин,механика,универсал 5 дв.,передний,синий,1992,394 000 км,1100087194
Honda Civic VIII,460 000 ₽,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,чёрный,2007,253 000 км,1099863620
Honda CR-V II,500 000 ₽,2.0 л / 150 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый,2004,299 340 км,1100298236
Honda CR-V I,250 000 ₽,2.0 л / 128 л.с. / Бензин,механика,внедорожник 5 дв.,полный,синий,1998,380 000 км,1099777382
Honda Saber II,300 000 ₽,3.2 л / 225 л.с. / Бензин,автомат,седан,передний,чёрный,1998,349 100 км,1099893374
Honda HR-V I Рестайлинг,335 000 ₽,1.6 л / 124 л.с. / Бензин,механика,внедорожник 5 дв.,полный,синий,2002,266 000 км,1084399429
Honda Stream I,320 000 ₽,1.7 л / 130 л.с. / Бензин,автомат,компактвэн,передний,серый,2002,250 000 км,1099256296
Honda Civic V,129 000 ₽,1.6 л / 125 л.с. / Бензин,механика,седан,передний,синий,1993,310 000 км,1097385372
Honda CR-V II,500 000 ₽,2.0 л / 150 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серебристый,2003,370 000 км,1094944152
Honda Civic VIII,440 000 ₽,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,чёрный,2008,237 000 км,1093671886
Honda HR-V I,170 000 ₽,1.6 л / 124 л.с. / Бензин,вариатор,внедорожник 3 дв.,полный,синий,1998,407 000 км,1099893014
Honda Concerto,80 000 ₽,1.6 л / 112 л.с. / Бензин,механика,хэтчбек 5 дв.,передний,серебристый,1992,126 000 км,1093119894
Honda CR-V II,400 000 ₽,2.0 л / 150 л.с. / Бензин,механика,внедорожник 5 дв.,полный,серебристый,2002,280 000 км,1100093258
Honda HR-V I,279 000 ₽,1.6 л / 105 л.с. / Бензин,механика,внедорожник 3 дв.,передний,серебристый,1999,225 000 км,1092459348
Honda HR-V I,250 000 ₽,1.6 л / 105 л.с. / Бензин,вариатор,внедорожник 3 дв.,передний,белый,1998,320 000 км,1088545948
Honda Shuttle I,195 000 ₽,2.2 л / 150 л.с. / Бензин,автомат,компактвэн,передний,зелёный,1995,280 000 км,1099177488
Honda Civic,120 000 ₽,серебристый,,,1989,400 000 км,1097454742
Honda Shuttle I,200 000 ₽,2.3 л / 150 л.с. / Бензин,автомат,компактвэн,передний,синий,1998,287 000 км,1098260976
Honda Accord V,110 000 ₽,2.0 л / 115 л.с. / Бензин,механика,седан,передний,синий,1995,243 000 км,1096131208
Honda CR-V II,480 000 ₽,2.4 л / 162 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,красный,2003,153 616 км,1099639180
Honda Accord V,160 000 ₽,2.0 л / 115 л.с. / Бензин,механика,седан,передний,чёрный,1994,416 000 км,1094253156
Honda Accord VIII,635 000 ₽,2.4 л / 201 л.с. / Бензин,автомат,седан,передний,серый,2008,195 000 км,1099968372
Honda Shuttle I,160 000 ₽,2.2 л / 150 л.с. / Бензин,автомат,компактвэн,передний,серебристый,1998,200 000 км,1096790612
Honda Accord VIII,700 000 ₽,2.4 л / 201 л.с. / Бензин,автомат,седан,передний,синий,2008,225 000 км,1079092182
Honda Shuttle I,210 000 ₽,2.2 л / 150 л.с. / Бензин,автомат,компактвэн,передний,синий,1996,420 000 км,1094330204
Honda Accord VIII,600 000 ₽,2.4 л / 201 л.с. / Бензин,автомат,седан,передний,серый,2008,240 000 км,1094633514
Honda Shuttle I,250 000 ₽,2.2 л / 150 л.с. / Бензин,автомат,компактвэн,передний,серый,1997,267 000 км,1098354284
Honda Avancier I,355 000 ₽,2.3 л / 150 л.с. / Бензин,автомат,универсал 5 дв.,полный,чёрный,1999,300 000 км,1090367370
Honda CR-V I,450 000 ₽,2.0 л / 145 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,серый,1997,400 000 км,1098048788
Honda CR-V I,245 000 ₽,2.0 л / 128 л.с. / Бензин,механика,внедорожник 5 дв.,полный,зелёный,1997,366 150 км,1097617372
Honda Civic VIII,530 000 ₽,1.8 л / 140 л.с. / Бензин,автомат,седан,передний,серебристый,2007,205 000 км,1097126288
Honda CR-V III,850 000 ₽,2.4 л / 166 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,коричневый,2008,214 000 км,1100195486
Honda Concerto,65 000 ₽,1.5 л / 90 л.с. / Бензин,автомат,хэтчбек 5 дв.,передний,белый,1988,270 000 км,1097042566
Honda CR-V I,265 000 ₽,2.0 л / 128 л.с. / Бензин,автомат,внедорожник 5 дв.,полный,синий,1998,285 000 км,1096506606
Honda Civic Ferio III,235 000 ₽,1.5 л / 105 л.с. / Бензин,вариатор,седан,передний,золотистый,2002,326 790 км,1096409636
